1,1
2,0
3,0
4,1
5,0
6,1
7,1
8,0
9,1
10,1
11,0
12,0
13,0
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,1
23,0
24,0
25,1
26,0
27,1
28,0
29,1
30,0
31,0
32,0
33,1
34,1
35,1
36,1
37,0
38,1
39,1
40,0
41,1
42,0
43,0
44,1
45,0
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,0
54,0
55,0
56,0
57,1
58,1
59,1
60,1
61,0
62,0
63,1
64,1
65,0
66,0
67,0
68,1
69,0
70,0
71,1
72,1
73,1
74,1
75,1
76,1
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,1
85,1
86,0
87,0
88,1
89,0
90,1
91,0
92,0
93,1
94,1
95,0
96,0
97,0
98,1
99,1
100,1
101,0
102,1
103,0
104,1
105,1
106,0
107,1
108,0
109,0
110,1
111,1
112,0
113,0
114,0
115,0
116,0
117,0
118,1
119,1
120,1
121,1
122,1
123,1
124,0
125,0
126,0
127,1
128,1
129,0
130,0
131,0
132,1
133,0
134,1
135,0
136,0
137,1
138,0
139,1
140,1
141,0
142,1
143,1
144,0
145,0
146,1
147,1
148,0
149,1
150,1
151,0
152,0
153,1
154,1
155,1
156,0
157,0
158,0
159,0
160,0
161,1
162,0
163,0
164,0
165,1
166,1
167,1
168,0
169,1
170,1
171,0
172,0
173,0
174,1
175,1
176,0
177,0
178,1
179,0
180,0
181,0
182,1
183,1
184,0
185,1
186,1
187,1
188,1
189,1
190,1
191,0
192,1
193,0
194,0
195,1
196,0
197,0
198,1
199,0
200,0
201,1
202,0
203,1
204,1
205,0
206,1
207,1
208,1
209,0
210,0
211,0
212,0
213,1
214,1
215,1
216,0
217,0
218,0
219,1
220,1
221,0
222,1
223,1
224,1
225,0
226,1
227,0
228,1
229,0
230,0
231,1
232,1
233,0
234,0
235,1
236,1
237,0
238,0
239,1
240,1
241,0
242,0
243,0
244,0
245,1
246,0
247,1
248,0
249,1
250,1
251,1
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,1
260,1
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,1
270,1
271,0
272,1
273,0
274,1
275,0
276,0
277,1
278,1
279,0
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,0
289,0
290,0
291,1
292,1
293,1
294,0
295,0
296,1
297,0
298,0
299,1
300,0
301,0
302,1
303,1
304,1
305,0
306,0
307,1
308,0
309,0
310,0
311,0
312,0
313,1
314,1
315,0
316,0
317,1
318,0
319,0
320,1
321,1
322,0
323,0
324,0
325,1
326,1
327,0
328,0
329,0
330,1
331,0
332,1
333,1
334,0
335,0
336,1
337,1
338,1
339,0
340,0
341,0
342,1
343,0
344,0
345,1
346,1
347,1
348,1
349,1
350,0
351,1
352,0
353,0
354,0
355,0
356,1
357,1
358,0
359,1
360,1
361,1
362,0
363,1
364,1
365,0
366,0
367,1
368,1
369,0
370,0
371,0
372,1
373,0
374,1
375,0
376,0
377,0
378,1
379,0
380,0
381,0
382,1
383,0
384,1
385,0
386,1
387,0
388,1
389,1
390,1
391,1
392,0
393,1
394,1
395,1
396,0
397,0
398,0
399,1
400,0
401,1
402,1
403,1
404,0
405,1
406,1
407,0
408,1
409,1
410,0
411,1
412,1
413,1
414,1
415,1
416,0
417,1
418,1
419,0
420,0
421,0
422,1
423,1
424,1
425,0
426,1
427,1
428,0
429,1
430,0
431,1
432,0
433,0
434,0
435,0
436,0
437,1
438,1
439,0
440,0
441,1
442,0
443,0
444,1
445,0
446,0
447,1
448,0
449,1
450,0
451,0
452,1
453,0
454,1
455,1
456,0
457,0
458,0
459,1
460,1
461,1
462,1
463,0
464,1
465,1
466,1
467,0
468,0
469,1
470,0
471,1
472,0
473,0
474,1
475,0
476,1
477,0
478,1
479,1
480,0
481,1
482,0
483,0
484,1
485,1
486,0
487,0
488,1
489,0
490,1
491,1
492,1
493,0
494,0
495,1
496,1
497,1
498,1
499,0
500,0
501,1
502,1
503,1
504,0
505,1
506,1
507,0
508,1
509,0
510,1
511,1
512,0
513,0
514,1
515,0
516,0
517,1
518,1
519,1
520,0
521,0
522,1
523,1
524,0
525,0
526,0
527,0
528,1
529,1
530,0
531,1
532,1
533,1
534,0
535,0
536,1
537,0
538,1
539,1
540,0
541,1
542,0
543,0
544,0
545,0
546,0
547,1
548,1
549,1
550,0
551,1
552,0
553,0
554,1
555,0
556,0
557,0
558,1
559,0
560,1
561,1
562,0
563,1
564,0
565,0
566,1
567,1
568,1
569,0
570,1
571,1
572,1
573,0
574,1
575,1
576,0
577,1
578,1
579,1
580,0
581,0
582,0
583,1
584,0
585,0
586,1
587,1
588,1
589,1
590,0
591,0
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,0
601,0
602,0
603,0
604,0
605,0
606,1
607,0
608,0
609,1
610,0
611,1
612,0
613,0
614,1
615,0
616,1
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,1
626,1
627,0
628,1
629,1
630,1
631,0
632,1
633,1
634,0
635,1
636,0
637,0
638,0
639,1
640,0
641,0
642,0
643,0
644,1
645,0
646,0
647,0
648,1
649,1
650,1
651,1
652,1
653,1
654,0
655,1
656,1
657,1
658,0
659,1
660,0
661,1
662,0
663,0
664,0
665,0
666,1
667,1
668,0
669,1
670,0
671,0
672,0
673,1
674,1
675,1
676,1
677,1
678,0
679,0
680,1
681,1
682,0
683,1
684,1
685,0
686,0
687,0
688,1
689,0
690,0
691,0
692,0
693,1
694,1
695,0
696,0
697,1
698,1
699,0
700,1
701,1
702,1
703,1
704,0
705,0
706,0
707,0
708,1
709,0
710,1
711,1
712,0
713,1
714,1
715,1
716,0
717,0
718,0
719,1
720,0
721,1
722,0
723,1
724,1
725,0
726,1
727,1
728,1
729,1
730,0
731,1
732,1
733,0
734,0
735,1
736,0
737,0
738,0
739,0
740,1
741,0
742,1
743,1
744,0
745,1
746,1
747,0
748,0
749,0
750,1
751,1
752,0
753,0
754,0
755,0
756,1
757,1
758,0
759,0
760,1
761,0
762,1
763,1
764,0
765,1
766,1
767,1
768,0
769,0
770,1
771,0
772,0
773,0
774,0
775,0
776,0
777,1
778,1
779,1
780,0
781,0
782,0
783,1
784,0
785,0
786,0
787,1
788,0
789,0
790,0
791,1
792,0
793,0
794,1
795,1
796,0
797,0
798,1
799,1
800,0
801,0
802,1
803,1
804,0
805,0
806,0
807,0
808,1
809,0
810,0
811,0
812,1
813,0
814,0
815,0
816,0
817,1
818,1
819,0
820,1
821,0
822,1
823,1
824,0
825,1
826,0
827,0
828,0
829,1
830,0
831,1
832,1
833,1
834,1
835,0
836,0
837,0
838,1
839,0
840,0
841,1
842,0
843,0
844,1
845,1
